,lastHeight,lasttime,maxheight,maxtime,meanheight,minheight,mintime,today
0,3792.509,2014-09-06 06:00:00,3792.914,2014-09-05 23:15:00,3792.666,3792.509,2014-09-06 06:00:00,2014-09-06 10:25:21
